0, -1, 6, 0, 1
-1, 1, 7, 1, -1
0, 0, 4, 1, -5
0, -1, 11, 0, -7
0, -1, 12, 0, -5
0, 0, 8, 1, -7
0, 0, 8, 4, -9
-1, 2, 9, 5, -11
-1, 2, 11, 4, -13
-1, 3, 7, 5, -15
-1, 3, 8, 6, -17
0, 2, 5, 5, -17
0, 2, 6, 6, -20
-1, 4, 7, 6, -17
-1, 4, 8, 6, -14
-1, 4, 9, 7, -16
-1, 4, 10, 8, -16
-1, 4, 11, 9, -18
-1, 4, 12, 10, -20
-1, 5, 9, 9, -19
-1, 5, 10, 10, -21
-1, 5, 12, 10, -22
-1, 5, 13, 10, -21
-2, 7, 14, 11, -23
-2, 7, 15, 10, -17
-2, 7, 16, 11, -19
-2, 7, 16, 14, -21
-2, 7, 18, 13, -23
-3, 9, 20, 12, -25
-3, 9, 21, 13, -27
-3, 9, 22, 13, -24
-3, 9, 22, 16, -26
-3, 9, 23, 16, -23
-3, 8, 29, 16, -20
-3, 8, 31, 15, -16
-4, 11, 27, 15, -13
-4, 11, 28, 16, -14
-4, 11, 30, 15, -16
-4, 11, 31, 15, -14
-4, 11, 31, 17, -11
-4, 11, 33, 16, -13
-3, 10, 30, 16, -17
-3, 10, 32, 16, -16
-3, 10, 34, 15, -15
-4, 12, 35, 15, -13
-4, 12, 37, 14, -14
-4, 12, 39, 13, -16
-5, 14, 40, 13, -12
-5, 14, 42, 12, -13
-5, 14, 44, 11, -9
-5, 15, 41, 10, -13
-5, 15, 42, 10, -10
-5, 15, 43, 9, -2
-5, 15, 44, 10, -1
-5, 15, 45, 10, 2
-5, 15, 46, 10, 5
-5, 15, 47, 10, 6
-5, 15, 48, 10, 7
-5, 15, 51, 9, 3
-5, 15, 52, 9, 6
-5, 15, 53, 10, 7
-5, 14, 59, 10, 10
-5, 14, 60, 10, 14
-5, 15, 57, 10, 10
-5, 15, 58, 10, 13
-5, 15, 59, 10, 14
-5, 15, 61, 10, 15
-5, 15, 62, 10, 18
-5, 15, 63, 10, 19
-5, 15, 65, 9, 17
-5, 15, 66, 10, 15
-5, 15, 68, 9, 14
-5, 15, 69, 10, 12
-5, 15, 71, 9, 10
-5, 15, 73, 9, 11
-5, 15, 75, 8, 9
-5, 15, 77, 7, 7
-5, 15, 78, 8, 6
-5, 15, 79, 9, 4
-5, 15, 80, 10, 2
-5, 15, 82, 9, 0
-5, 15, 83, 9, 3
-6, 18, 80, 8, 1
-6, 18, 82, 7, -1
-5, 17, 79, 6, 0
-6, 19, 80, 6, 3
-7, 21, 81, 6, 6
-7, 21, 83, 5, 4
-7, 21, 85, 5, 5
-7, 21, 86, 6, 5
-7, 21, 88, 5, 3
-7, 21, 89, 5, 7
-7, 21, 89, 7, 11
-7, 21, 90, 7, 15
-7, 21, 91, 8, 14
-7, 21, 93, 7, 12
-6, 20, 90, 7, 11
-6, 20, 90, 9, 14
-6, 20, 92, 8, 13
-6, 20, 93, 8, 16
-6, 21, 89, 8, 17
-6, 22, 85, 8, 20
-6, 22, 86, 9, 19
-6, 22, 87, 10, 17
-6, 22, 87, 12, 23
-6, 22, 87, 15, 21
-6, 22, 88, 15, 24
-6, 22, 89, 16, 23
-6, 22, 90, 16, 26
-7, 24, 92, 15, 27
-7, 24, 94, 14, 25
-7, 24, 95, 15, 24
-7, 24, 96, 16, 23
-7, 25, 92, 17, 21
-7, 25, 94, 16, 22
-6, 24, 90, 17, 21
-6, 25, 87, 16, 19
-6, 25, 88, 17, 18
-6, 25, 88, 19, 19
-6, 26, 84, 20, 18
-6, 26, 84, 23, 18
-6, 26, 86, 22, 16
-6, 26, 87, 22, 19
-6, 26, 88, 23, 17
-6, 26, 90, 22, 16
-5, 25, 87, 21, 14
-5, 26, 83, 21, 17
-6, 28, 85, 20, 15
-6, 28, 86, 21, 13
-6, 28, 88, 20, 13
-6, 28, 88, 22, 17
-6, 28, 89, 22, 20
-6, 28, 91, 21, 19
-5, 27, 87, 21, 22
-5, 28, 84, 21, 23
-5, 28, 86, 20, 24
-5, 28, 86, 23, 22
-5, 28, 87, 23, 25
-5, 29, 84, 22, 26
-5, 29, 85, 23, 24
-6, 31, 87, 22, 22
-6, 31, 88, 23, 20
-7, 34, 85, 22, 19
-7, 34, 87, 21, 17
-7, 35, 84, 20, 15
-7, 35, 85, 20, 17
-7, 35, 86, 20, 20
-6, 34, 82, 20, 21
-6, 34, 83, 20, 24
-6, 34, 84, 20, 27
-6, 34, 85, 20, 30
-7, 36, 87, 19, 29
-7, 36, 88, 20, 27
-7, 36, 89, 21, 26
-7, 36, 90, 22, 24
-7, 36, 91, 23, 22
-7, 36, 93, 22, 20
-7, 36, 95, 21, 18
-7, 36, 96, 21, 19
-7, 36, 98, 20, 20
-8, 38, 99, 20, 22
-8, 38, 100, 19, 30
-8, 38, 101, 19, 31
-7, 37, 97, 19, 35
-7, 37, 98, 20, 33
-7, 37, 100, 19, 34
-7, 37, 101, 19, 37
-6, 36, 98, 18, 35
-6, 37, 95, 17, 33
-6, 37, 96, 17, 34
-7, 39, 97, 17, 35
-7, 39, 98, 18, 34
-7, 39, 100, 18, 35
-7, 40, 97, 17, 33
-6, 39, 94, 16, 32
-6, 39, 96, 15, 30
-6, 39, 97, 15, 31
-5, 38, 94, 14, 30
-5, 38, 95, 14, 34
-5, 39, 92, 13, 33
-5, 39, 93, 14, 33
-5, 39, 95, 13, 32
-5, 40, 91, 13, 35
-5, 41, 87, 14, 32
-5, 41, 89, 13, 31
-5, 41, 90, 14, 30
-6, 43, 90, 16, 33
-7, 45, 92, 15, 31
-7, 45, 93, 16, 30
-7, 45, 94, 16, 33
-6, 44, 90, 16, 36
-6, 44, 92, 16, 35
-6, 44, 93, 17, 36
-6, 44, 94, 18, 34
-6, 44, 96, 17, 32
-6, 44, 97, 17, 33
-6, 45, 94, 17, 32
-6, 45, 96, 16, 32
-6, 46, 93, 15, 30
-6, 46, 94, 16, 28
-6, 46, 95, 17, 26
-6, 47, 92, 16, 25
-6, 47, 93, 17, 23
-7, 49, 94, 18, 21
-6, 48, 90, 19, 19
-6, 48, 91, 19, 22
-6, 48, 92, 20, 21
-7, 50, 93, 20, 24
-7, 50, 94, 20, 25
-7, 50, 95, 20, 28
-7, 50, 96, 21, 27
-7, 50, 97, 22, 26
-6, 49, 93, 22, 29
-5, 48, 90, 21, 27
-5, 48, 91, 21, 30
-5, 49, 87, 22, 28
-5, 49, 88, 23, 26
-5, 49, 89, 23, 29
-5, 48, 96, 22, 29
-5, 48, 97, 22, 32
-6, 50, 97, 25, 30
-6, 50, 98, 25, 31
-6, 50, 99, 26, 29
-6, 50, 101, 25, 28
-6, 50, 102, 25, 32
-6, 50, 103, 25, 35
-6, 49, 110, 24, 33
-6, 49, 110, 27, 32
-6, 49, 112, 26, 29
-6, 49, 113, 27, 27
-6, 49, 114, 27, 29
-5, 48, 110, 28, 27
-5, 48, 111, 29, 25
-5, 48, 111, 32, 23
-5, 48, 112, 33, 21
-4, 47, 108, 33, 24
-4, 47, 109, 33, 30
-4, 47, 110, 34, 29
-5, 49, 112, 33, 27
-6, 51, 113, 35, 23
-6, 51, 114, 35, 26
-5, 50, 110, 35, 29
-6, 51, 116, 35, 33
-6, 51, 118, 34, 31
-6, 51, 119, 34, 32
-6, 51, 121, 33, 30
-6, 50, 127, 34, 29
-6, 51, 123, 33, 37
-6, 51, 124, 33, 40
-6, 51, 125, 33, 43
-6, 51, 126, 34, 42
-6, 51, 128, 33, 40
-7, 53, 128, 35, 43
-7, 53, 130, 34, 41
-6, 52, 126, 35, 39
-6, 53, 122, 35, 42
-6, 53, 124, 35, 43
-7, 55, 125, 35, 46
-8, 57, 126, 36, 45
-9, 59, 127, 37, 43
-10, 61, 128, 38, 41
-10, 61, 129, 39, 37
-10, 61, 130, 39, 40
-10, 62, 127, 38, 39
-10, 62, 128, 38, 42
-10, 61, 134, 39, 40
-9, 60, 131, 39, 39
-9, 61, 127, 40, 37
-9, 61, 129, 39, 36
-9, 61, 131, 38, 34
-9, 61, 133, 37, 33
-9, 61, 134, 37, 36
-9, 61, 135, 38, 34
-9, 61, 136, 39, 32
-9, 61, 136, 42, 30
-9, 62, 133, 41, 29
-9, 63, 130, 40, 27
-9, 63, 132, 40, 23
-9, 63, 133, 41, 21
-9, 64, 129, 41, 24
-10, 66, 130, 43, 25
-10, 67, 127, 43, 24
-10, 67, 128, 43, 27
-10, 67, 129, 44, 25
-11, 69, 130, 44, 28
-12, 71, 131, 44, 29
-12, 71, 132, 44, 32
-12, 71, 133, 45, 30
