0, -1, 6, 0, 1
-1, 0, 12, 1, -1
0, -1, 9, 1, -5
0, -2, 16, 0, -7
0, -2, 16, 1, 0
0, -1, 12, 2, -2
0, -1, 12, 4, 1
-1, 1, 13, 5, -1
-1, 1, 15, 4, -3
-1, 2, 11, 5, -5
-1, 1, 17, 6, -7
-2, 2, 22, 8, -4
-3, 4, 23, 9, -6
-3, 4, 25, 9, -7
-2, 3, 21, 9, -4
-2, 3, 22, 10, -6
-2, 3, 23, 11, -6
-3, 5, 24, 11, -2
-3, 5, 25, 11, 1
-3, 6, 22, 10, 2
-4, 8, 23, 11, 0
-4, 7, 30, 11, -1
-4, 6, 36, 11, 0
-5, 8, 37, 12, -2
-5, 8, 38, 11, 4
-5, 8, 38, 13, 7
-5, 8, 38, 16, 5
-5, 8, 39, 16, 8
-6, 9, 46, 15, 7
-6, 9, 47, 14, 15
-6, 9, 48, 14, 18
-7, 11, 49, 14, 22
-7, 11, 50, 14, 26
-8, 13, 50, 15, 34
-8, 12, 56, 16, 32
-9, 13, 62, 15, 40
-9, 13, 63, 16, 37
-9, 12, 68, 17, 45
-9, 12, 70, 16, 43
-8, 11, 67, 16, 39
-8, 11, 68, 16, 42
-8, 11, 69, 16, 45
-8, 12, 66, 15, 44
-8, 12, 68, 14, 42
-8, 13, 65, 13, 41
-8, 13, 66, 13, 44
-8, 13, 67, 13, 47
-7, 12, 64, 14, 43
-7, 12, 65, 14, 46
-7, 12, 66, 15, 44
-8, 13, 72, 14, 52
-8, 13, 73, 14, 58
-9, 15, 74, 14, 61
-9, 15, 75, 14, 64
-9, 15, 76, 14, 65
-9, 15, 77, 14, 66
-9, 15, 80, 13, 62
-9, 15, 81, 13, 65
-9, 15, 82, 14, 66
-9, 14, 88, 14, 69
-9, 14, 89, 14, 73
-9, 15, 85, 16, 69
-9, 15, 86, 16, 72
-9, 15, 87, 16, 73
-9, 15, 89, 16, 74
-9, 15, 90, 16, 77
-10, 17, 91, 16, 78
-10, 17, 93, 15, 76
-11, 19, 94, 16, 74
-11, 19, 96, 15, 73
-11, 19, 97, 16, 71
-11, 19, 98, 17, 69
-11, 20, 94, 18, 67
-12, 22, 95, 19, 65
-13, 23, 100, 22, 63
-14, 24, 106, 22, 64
-14, 24, 107, 22, 67
-14, 24, 108, 22, 70
-14, 24, 108, 25, 68
-15, 27, 105, 24, 66
-15, 27, 107, 23, 64
-14, 26, 104, 22, 65
-15, 28, 105, 22, 68
-16, 30, 106, 21, 76
-16, 30, 108, 20, 74
-16, 30, 110, 20, 75
-16, 30, 111, 21, 75
-16, 30, 113, 20, 73
-17, 32, 113, 21, 81
-18, 34, 114, 22, 78
-19, 36, 115, 22, 81
-20, 38, 116, 23, 79
-19, 37, 113, 22, 83
-20, 38, 119, 22, 86
-20, 38, 120, 22, 89
-21, 41, 116, 22, 92
-21, 41, 116, 24, 93
-20, 40, 113, 23, 91
-19, 39, 110, 22, 89
-19, 39, 112, 22, 85
-19, 39, 114, 21, 86
-20, 40, 120, 22, 84
-21, 42, 121, 23, 82
-21, 42, 123, 22, 80
-20, 41, 119, 22, 83
-21, 43, 119, 24, 84
-21, 43, 119, 27, 82
-21, 43, 120, 27, 85
-22, 45, 121, 28, 83
-22, 46, 118, 27, 81
-23, 47, 124, 26, 87
-22, 46, 121, 25, 85
-21, 45, 117, 24, 93
-21, 46, 114, 23, 92
-21, 46, 114, 25, 94
-21, 47, 110, 25, 95
-21, 48, 106, 26, 94
-21, 47, 111, 29, 94
-21, 47, 113, 28, 92
-21, 47, 114, 28, 95
-22, 48, 120, 29, 91
-22, 48, 122, 28, 89
-22, 47, 128, 28, 90
-23, 49, 129, 28, 94
-24, 52, 126, 27, 92
-24, 52, 128, 26, 92
-24, 52, 128, 28, 96
-24, 52, 129, 28, 99
-24, 52, 131, 27, 98
-23, 51, 127, 27, 101
-23, 52, 124, 27, 102
-23, 52, 126, 26, 103
-24, 53, 132, 27, 104
-25, 56, 128, 27, 107
-25, 57, 125, 26, 108
-25, 57, 126, 27, 106
-26, 59, 128, 26, 104
-26, 59, 129, 27, 102
-27, 62, 126, 26, 101
-27, 62, 128, 25, 99
-27, 62, 130, 24, 97
-27, 62, 130, 26, 100
-27, 62, 132, 25, 98
-26, 61, 128, 25, 99
-26, 61, 129, 25, 102
-26, 60, 134, 26, 110
-26, 60, 134, 28, 113
-27, 61, 140, 29, 111
-27, 61, 141, 29, 114
-26, 60, 138, 29, 115
-27, 62, 138, 31, 119
-27, 62, 140, 30, 118
-27, 62, 141, 31, 116
-27, 62, 142, 31, 119
-27, 62, 143, 31, 120
-27, 61, 150, 30, 121
-28, 63, 151, 30, 123
-29, 64, 156, 32, 124
-29, 63, 163, 32, 125
-29, 64, 159, 33, 124
-29, 64, 160, 33, 126
-29, 63, 166, 33, 129
-30, 65, 166, 36, 128
-30, 65, 168, 35, 126
-31, 66, 174, 35, 129
-31, 67, 171, 34, 127
-31, 67, 173, 33, 126
-30, 66, 170, 33, 127
-30, 67, 166, 33, 130
-30, 68, 163, 32, 128
-31, 69, 168, 34, 131
-31, 69, 170, 33, 127
-30, 68, 167, 32, 126
-30, 68, 167, 34, 129
-30, 68, 168, 34, 132
-30, 69, 165, 33, 132
-30, 69, 167, 32, 131
-30, 70, 163, 32, 134
-30, 71, 159, 33, 131
-31, 73, 160, 34, 129
-31, 73, 162, 33, 128
-32, 75, 162, 35, 131
-33, 77, 164, 34, 129
-34, 79, 165, 34, 133
-34, 79, 166, 34, 136
-33, 78, 162, 34, 139
-33, 77, 169, 33, 143
-34, 78, 176, 32, 144
-34, 78, 177, 33, 142
-34, 78, 179, 32, 140
-34, 77, 185, 32, 141
-34, 78, 182, 32, 140
-34, 78, 184, 31, 140
-35, 81, 181, 30, 138
-35, 81, 182, 30, 141
