0, -1, 5, 1, 8
-1, 0, 10, 2, 16
-1, -1, 17, 1, 17
-2, 0, 22, 2, 24
-2, 0, 23, 3, 25
-3, 1, 28, 5, 28
-4, 3, 28, 7, 31
-4, 3, 30, 6, 29
-4, 4, 26, 7, 27
-4, 3, 31, 10, 25
-5, 4, 36, 12, 28
-6, 5, 42, 12, 31
-7, 7, 43, 12, 34
-8, 8, 49, 13, 32
-8, 8, 50, 14, 32
-9, 10, 50, 16, 36
-10, 12, 52, 16, 35
-10, 12, 52, 19, 34
-10, 12, 53, 19, 37
-11, 13, 58, 21, 41
-12, 14, 65, 20, 40
-13, 16, 65, 23, 39
-14, 18, 66, 23, 42
-15, 20, 67, 23, 44
-15, 20, 68, 23, 47
-16, 21, 74, 23, 50
-17, 22, 80, 23, 53
-18, 24, 80, 25, 56
-18, 25, 76, 26, 57
-19, 26, 81, 27, 63
-20, 27, 87, 27, 67
-21, 28, 93, 27, 70
-22, 30, 94, 27, 76
-22, 30, 94, 29, 78
-22, 29, 99, 30, 86
-22, 29, 100, 30, 89
-23, 30, 105, 32, 92
-24, 31, 111, 33, 90
-24, 31, 112, 34, 89
-24, 30, 119, 33, 87
-24, 31, 116, 32, 86
-24, 31, 117, 32, 89
-24, 31, 118, 32, 92
-23, 30, 115, 33, 88
-24, 32, 115, 35, 89
-25, 34, 115, 36, 97
-26, 36, 116, 37, 95
-26, 36, 117, 38, 93
-26, 35, 123, 39, 91
-27, 36, 129, 39, 92
-28, 37, 134, 40, 100
-28, 36, 140, 40, 103
-28, 36, 141, 40, 109
-28, 35, 147, 40, 112
-28, 35, 148, 40, 116
-29, 38, 144, 41, 117
-29, 38, 145, 41, 120
-29, 38, 145, 43, 123
-30, 39, 151, 43, 126
-31, 41, 153, 42, 127
-32, 42, 159, 43, 126
-32, 41, 164, 46, 124
-32, 41, 164, 49, 123
-32, 41, 165, 49, 126
-33, 42, 170, 52, 125
-33, 42, 171, 52, 127
-34, 43, 177, 52, 130
-35, 45, 179, 51, 128
-36, 46, 184, 54, 127
-37, 48, 185, 55, 124
-38, 49, 191, 55, 129
-39, 51, 191, 58, 129
-40, 53, 191, 59, 137
-40, 53, 192, 60, 135
-40, 54, 188, 61, 133
-40, 54, 188, 63, 136
-41, 55, 194, 62, 144
-42, 57, 196, 61, 150
-42, 57, 196, 64, 150
-42, 57, 197, 64, 153
-43, 58, 203, 65, 150
-44, 60, 204, 66, 149
-45, 61, 210, 66, 153
-46, 63, 211, 67, 157
-47, 65, 211, 68, 164
-47, 65, 212, 69, 163
-48, 67, 213, 68, 171
-49, 69, 213, 69, 177
-49, 69, 215, 68, 175
-49, 69, 217, 67, 176
-50, 71, 219, 66, 177
-51, 72, 225, 66, 180
-52, 74, 225, 69, 178
-53, 75, 231, 70, 176
-53, 74, 237, 69, 184
-54, 75, 242, 71, 187
-54, 75, 243, 71, 190
-55, 77, 244, 72, 188
-55, 78, 240, 72, 191
-56, 80, 240, 74, 197
-56, 81, 236, 73, 205
-57, 84, 232, 73, 211
-57, 83, 239, 72, 208
-57, 83, 239, 74, 211
-57, 82, 245, 73, 219
-58, 83, 250, 75, 222
-59, 84, 256, 76, 220
-59, 83, 261, 78, 223
-60, 85, 262, 79, 221
-60, 84, 267, 80, 227
-61, 86, 267, 81, 233
-62, 88, 269, 80, 231
-62, 88, 270, 80, 236
-62, 88, 271, 80, 239
-63, 90, 273, 79, 237
-63, 90, 274, 79, 240
-64, 93, 270, 79, 246
-65, 94, 276, 79, 252
-66, 96, 276, 81, 255
-67, 97, 281, 83, 259
-68, 98, 287, 84, 257
-68, 98, 287, 87, 255
-69, 100, 289, 86, 254
-69, 100, 291, 85, 252
-70, 102, 293, 84, 251
-70, 101, 300, 83, 249
-70, 101, 301, 84, 247
-71, 103, 301, 86, 251
-72, 104, 306, 88, 254
-73, 105, 312, 88, 257
-74, 106, 318, 89, 255
-75, 107, 324, 88, 263
-74, 106, 321, 88, 264
-75, 108, 321, 90, 268
-76, 110, 323, 89, 267
-76, 110, 324, 90, 265
-76, 110, 325, 91, 271
-76, 110, 325, 93, 272
-76, 109, 331, 93, 276
-76, 109, 331, 95, 277
-77, 110, 336, 97, 283
-78, 112, 337, 98, 281
-79, 113, 343, 98, 287
-79, 112, 348, 99, 295
-78, 111, 344, 100, 291
-78, 111, 345, 100, 295
-77, 110, 341, 100, 298
-78, 111, 347, 100, 301
-79, 114, 344, 99, 299
-79, 114, 346, 98, 298
-78, 113, 343, 98, 299
-78, 114, 339, 98, 302
-79, 117, 336, 97, 300
-80, 118, 341, 99, 303
-81, 119, 348, 98, 301
-82, 121, 348, 100, 304
-82, 121, 349, 100, 307
-82, 121, 351, 99, 307
-83, 123, 353, 98, 306
-84, 125, 354, 98, 309
-85, 128, 351, 98, 310
-85, 128, 351, 100, 313
-85, 128, 353, 99, 312
-86, 130, 353, 100, 320
-87, 132, 355, 99, 318
-88, 134, 355, 101, 322
-88, 134, 355, 103, 325
-88, 133, 361, 103, 331
-89, 134, 366, 104, 339
-90, 136, 367, 105, 337
-90, 135, 374, 104, 335
-91, 136, 379, 105, 343
-91, 135, 385, 106, 341
-91, 135, 385, 109, 339
-92, 136, 391, 109, 342
-93, 137, 396, 112, 340
-94, 139, 398, 111, 339
-94, 138, 404, 112, 337
-95, 139, 410, 112, 340
-95, 139, 410, 115, 341
-95, 138, 417, 114, 339
-96, 140, 418, 114, 340
-96, 140, 419, 113, 348
-96, 141, 415, 112, 354
-97, 142, 420, 114, 358
-97, 142, 420, 117, 357
-97, 142, 421, 117, 360
-97, 142, 421, 118, 368
-97, 142, 422, 117, 377
-98, 143, 427, 119, 380
-98, 143, 428, 120, 376
-97, 142, 424, 119, 384
-98, 143, 431, 118, 383
-99, 144, 438, 118, 382
-100, 146, 438, 121, 380
-101, 148, 439, 121, 384
-101, 148, 440, 122, 383
-101, 147, 446, 121, 391
-101, 146, 453, 120, 389
-102, 148, 453, 122, 393
-103, 149, 460, 121, 390
-103, 149, 460, 124, 388
-104, 150, 465, 125, 396
-104, 150, 466, 126, 394
-105, 151, 471, 128, 397
-106, 152, 477, 128, 400
-107, 154, 477, 130, 406
-107, 153, 483, 130, 410
-108, 154, 489, 131, 409
-109, 155, 495, 132, 407
-109, 155, 497, 131, 405
-108, 154, 493, 131, 408
-109, 155, 498, 132, 417
-110, 156, 505, 131, 415
-110, 155, 510, 132, 423
-111, 158, 506, 133, 427
-112, 159, 512, 134, 428
-111, 158, 508, 135, 427
-112, 159, 513, 136, 435
-113, 161, 513, 138, 437
-113, 161, 514, 139, 436
-113, 161, 514, 141, 439
-112, 160, 511, 140, 439
-112, 160, 512, 140, 442
-112, 160, 512, 143, 440
-112, 159, 519, 143, 441
-113, 161, 520, 143, 444
-114, 162, 526, 143, 448
-115, 163, 531, 146, 446
-116, 164, 536, 149, 444
-116, 164, 537, 149, 445
-117, 165, 543, 149, 448
-117, 166, 540, 148, 447
-117, 166, 540, 150, 448
-118, 168, 542, 150, 447
-119, 170, 544, 149, 446
-120, 172, 544, 152, 445
-121, 173, 550, 153, 446
-121, 174, 546, 152, 452
-122, 175, 551, 154, 457
-122, 175, 552, 154, 461
-123, 176, 559, 153, 459
-123, 176, 560, 152, 467
-123, 175, 566, 153, 465
-123, 175, 568, 153, 461
-124, 177, 568, 155, 464
-124, 177, 569, 155, 467
-125, 178, 575, 154, 475
-125, 178, 576, 154, 478
-126, 180, 576, 156, 481
-127, 182, 577, 156, 484
-128, 183, 582, 158, 487
-128, 183, 583, 158, 491
-129, 185, 584, 158, 492
-130, 187, 584, 159, 499
-130, 188, 580, 159, 503
-131, 189, 585, 161, 506
-131, 189, 585, 162, 514
-132, 190, 590, 165, 512
-133, 193, 586, 165, 515
-133, 193, 586, 167, 518
-134, 195, 588, 166, 514
-134, 196, 584, 167, 512
-134, 196, 585, 167, 515
-134, 196, 587, 166, 514
-135, 198, 587, 168, 523
-136, 200, 587, 169, 531
-137, 201, 593, 169, 532
-137, 201, 594, 168, 541
